"","term","kana","pos","value"
"17705","将来性","しょうらいせい","名詞",-0.219367
"17706","海容","かいよう","名詞",-0.219385
"17707","反攻","はんこう","名詞",-0.219404
"17708","平温","へいおん","名詞",-0.219404
"17709","自主","じしゅ","名詞",-0.219423
"17710","駅舎","えきしゃ","名詞",-0.219423
"17711","表象","ひょうしょう","名詞",-0.219425
"17712","徒弟","とてい","名詞",-0.219456
"17713","自炊","じすい","名詞",-0.219459
"17714","唯物","ゆいぶつ","名詞",-0.219466
"17715","ビヤ　ホール","ビヤ　ホール","名詞",-0.219503
"17716","手綱捌き","たづなさばき","名詞",-0.219523
"17717","低姿勢","ていしせい","名詞",-0.219528
"17718","布置","ふち","名詞",-0.219534
"17719","貢物","みつぎもの","名詞",-0.219548
"17720","財務","ざいむ","名詞",-0.219551
"17721","閲する","えっする","動詞",-0.219602
"17722","芽胞","がほう","名詞",-0.219628
"17723","念持","ねんじ","名詞",-0.219629
"17724","代診","だいしん","名詞",-0.219644
"17725","陰間","かげま","名詞",-0.219656
"17726","散会","さんかい","名詞",-0.219681
"17727","如何物食い","いかものぐい","名詞",-0.219684
"17728","服務","ふくむ","名詞",-0.219692
"17729","締高","しめだか","名詞",-0.219702
"17730","ディレクター","ディレクター","名詞",-0.21972
"17731","嚥下","えんか","名詞",-0.219724
"17732","本堂","ほんどう","名詞",-0.21973
"17733","満ち潮","みちしお","名詞",-0.21974
"17734","直読","ちょくどく","名詞",-0.21974
"17735","朱欄","しゅらん","名詞",-0.219745
"17736","客地","かくち","名詞",-0.219755
"17737","廊下鳶","ろうかとんび","名詞",-0.219775
"17738","一昔","ひとむかし","名詞",-0.219775
"17739","ガロン","ガロン","名詞",-0.219792
"17740","新作","しんさく","名詞",-0.219796
"17741","紫斑","しはん","名詞",-0.219815
"17742","旧冬","きゅうとう","名詞",-0.219819
"17743","足癖","あしくせ","名詞",-0.219824
"17744","貸店","かしみせ","名詞",-0.219829
"17745","広角","こうかく","名詞",-0.219836
"17746","使いこなす","つかいこなす","動詞",-0.219837
"17747","濫獲","らんかく","名詞",-0.219856
"17748","十夜","じゅうや","名詞",-0.219871
"17749","届け先","とどけさき","名詞",-0.219874
"17750","分れ目","わかれめ","名詞",-0.219883
"17751","入用","いりよう","名詞",-0.219885
"17752","空陸","くうりく","名詞",-0.219887
"17753","消化器","しょうかき","名詞",-0.219898
"17754","性徴","せいちょう","名詞",-0.219912
"17755","画賛","がさん","名詞",-0.219918
"17756","女衒","ぜげん","名詞",-0.219933
"17757","一聯","いちれん","名詞",-0.219937
"17758","自小作","じこさく","名詞",-0.219939
"17759","太虚","たいきょ","名詞",-0.219967
"17760","私生児","しせいじ","名詞",-0.22
"17761","言張る","いいはる","動詞",-0.220003
"17762","正門","せいもん","名詞",-0.220004
"17763","征矢","そや","名詞",-0.220013
"17764","飴色","あめいろ","名詞",-0.220038
"17765","身悶え","みもだえ","名詞",-0.220039
"17766","パステル","パステルカラー","名詞",-0.22004
"17767","エキス","エキス","名詞",-0.220048
"17768","クリーナー","クリーナー","名詞",-0.220053
"17769","地上権","ちじょうけん","名詞",-0.220054
"17770","星辰","せいしん","名詞",-0.220064
"17771","ゲリラ","ゲリラ","名詞",-0.220082
"17772","自前","じまえ","名詞",-0.220096
"17773","総花","そうばな","名詞",-0.220133
"17774","虚心坦懐","きょしんたんかい","名詞",-0.220158
"17775","見目形","みめかたち","名詞",-0.220168
"17776","自浄","じじょう","名詞",-0.220173
"17777","分筆","ぶんぴつ","名詞",-0.220174
"17778","建玉","たてぎょく","名詞",-0.220178
"17779","小頭","こがしら","名詞",-0.220184
"17780","散史","さんし","名詞",-0.220189
"17781","通がる","つうがる","動詞",-0.220209
"17782","澆季","ぎょうき","名詞",-0.220211
"17783","大台","おおだい","名詞",-0.220223
"17784","後件","こうけん","名詞",-0.220225
"17785","ベンジン","ベンジン","名詞",-0.220252
"17786","測深","そくしん","名詞",-0.220261
"17787","回向","えこう","名詞",-0.220261
"17788","シェア","シェア","名詞",-0.220266
"17789","学部","がくぶ","名詞",-0.220279
"17790","坦坦","たんたん","名詞",-0.220283
"17791","弦音","つるおと","名詞",-0.220284
"17792","軍閥","ぐんばつ","名詞",-0.220296
"17793","等高線","とうこうせん","名詞",-0.220308
"17794","通信網","つうしんもう","名詞",-0.220314
"17795","試","し","名詞",-0.220328
"17796","シャンパン","シャンパン","名詞",-0.220337
"17797","標柱","ひょうちゅう","名詞",-0.220342
"17798","梯団","ていだん","名詞",-0.220366
"17799","ゼスチュア","ゼスチュア","名詞",-0.220377
"17800","共演","きょうえん","名詞",-0.220392
"17801","遠心力","えんしんりょく","名詞",-0.220408
"17802","色盲","しきもう","名詞",-0.220425
"17803","失血","しっけつ","名詞",-0.22043
"17804","太太神楽","だいだいかぐら","名詞",-0.220439
"17805","熱風","ねっぷう","名詞",-0.220441
"17806","アンケート","アンケート","名詞",-0.22047
"17807","吹かす","ふかす","動詞",-0.220475
"17808","燃え種","もえくさ","名詞",-0.220493
"17809","信託統治","しんたくとうち","名詞",-0.220502
"17810","胃酸","いさん","名詞",-0.220504
"17811","止り木","とまりぎ","名詞",-0.220525
"17812","四則","しそく","名詞",-0.220541
"17813","岩根","いわね","名詞",-0.220547
"17814","暗渠","あんきょ","名詞",-0.220547
"17815","参列","さんれつ","名詞",-0.220581
"17816","十六六指","じゅうろくむさし","名詞",-0.2206
"17817","直面","ちょくめん","名詞",-0.220619
"17818","昼光色","ちゅうこうしょく","名詞",-0.220647
"17819","操","そう","名詞",-0.220665
"17820","宿送り","しゅくおくり","名詞",-0.220679
"17821","紺碧","こんぺき","名詞",-0.220684
"17822","住荒らす","すみあらす","動詞",-0.220734
"17823","先行き","さきいき","名詞",-0.220734
"17824","寄進","きしん","名詞",-0.220756
"17825","新陳代謝","しんちんたいしゃ","名詞",-0.220759
"17826","デカダン","デカダン","名詞",-0.220771
"17827","全盛","ぜんせい","名詞",-0.220772
"17828","大獄","たいごく","名詞",-0.220778
"17829","青地","あおじ","名詞",-0.220784
"17830","保釈","ほしゃく","名詞",-0.2208
"17831","だぶつく","だぶつく","動詞",-0.220803
"17832","有料","ゆうりょう","名詞",-0.220812
"17833","三叉","さんさ","名詞",-0.220819
"17834","華美","かび","名詞",-0.220819
"17835","言回し","いいまわし","名詞",-0.220829
"17836","味わう","あじわう","動詞",-0.22083
"17837","初一念","しょいちねん","名詞",-0.220846
"17838","浜荻","はまおぎ","名詞",-0.220849
"17839","田租","でんそ","名詞",-0.220862
"17840","座付","ざつき","名詞",-0.220869
"17841","困窮","こんきゅう","名詞",-0.220882
"17842","真名","まな","名詞",-0.220898
"17843","豚箱","ぶたばこ","名詞",-0.220913
"17844","裏腹","うらはら","名詞",-0.22092
"17845","涕泣","ていきゅう","名詞",-0.220926
"17846","語序","ごじょ","名詞",-0.22093
"17847","後身","こうしん","名詞",-0.220933
"17848","紛い","まがい","名詞",-0.220965
"17849","分外","ぶんがい","名詞",-0.220967
"17850","太織","ふとおり","名詞",-0.220987
"17851","雑支出","ざつししゅつ","名詞",-0.22099
"17852","音数律","おんすうりつ","名詞",-0.220999
"17853","透視","とうし","名詞",-0.221013
"17854","粉","こな","名詞",-0.221029
"17855","ペーブメント","ペーブメント","名詞",-0.221033
"17856","攻守","こうしゅ","名詞",-0.221036
"17857","若菜","わかな","名詞",-0.221039
"17858","歩積み預金","ぶづみよきん","名詞",-0.221054
"17859","後夜","ごや","名詞",-0.221058
"17860","筆跡","ひっせき","名詞",-0.221062
"17861","家職","かしょく","名詞",-0.221062
"17862","高官","こうかん","名詞",-0.221074
"17863","取返し","とりかえし","名詞",-0.221077
"17864","内面","ないめん","名詞",-0.221082
"17865","ダンピング","ダンピング","名詞",-0.221087
"17866","給血","きゅうけつ","名詞",-0.221088
"17867","山荘","さんそう","名詞",-0.221108
"17868","芸者","げいしゃ","名詞",-0.221121
"17869","自主権","じしゅけん","名詞",-0.221123
"17870","デージー","デージー","名詞",-0.221127
"17871","軸馬力","じくばりき","名詞",-0.221156
"17872","鉄山","てつざん","名詞",-0.221169
"17873","世襲","せしゅう","名詞",-0.221171
"17874","狂乱","きょうらん","名詞",-0.221183
"17875","隠れ蓑","かくれみの","名詞",-0.221187
"17876","寄書き","よせがき","名詞",-0.221205
"17877","承知","しょうち","名詞",-0.221211
"17878","領海","りょうかい","名詞",-0.221236
"17879","解明","かいめい","名詞",-0.221238
"17880","鉄","くろがね","名詞",-0.22124
"17881","敗軍","はいぐん","名詞",-0.221246
"17882","スコア","スコアボード","名詞",-0.221251
"17883","真情","しんじょう","名詞",-0.221254
"17884","筒咲き","つつざき","名詞",-0.221268
"17885","至","いたり","名詞",-0.221277
"17886","切盛り","きりもり","名詞",-0.22128
"17887","データ","データ","名詞",-0.221302
"17888","裏面","りめん","名詞",-0.221312
"17889","自律神経","じりつしんけい","名詞",-0.221323
"17890","自転","じてん","名詞",-0.221331
"17891","院線","いんせん","名詞",-0.221333
"17892","行啓","ぎょうけい","名詞",-0.221338
"17893","三毛作","さんもうさく","名詞",-0.221341
"17894","塗板","ぬりいた","名詞",-0.221364
"17895","株分け","かぶわけ","名詞",-0.221369
"17896","箸枕","はしまくら","名詞",-0.221373
"17897","唐人","とうじん","名詞",-0.221377
"17898","恋する","こいする","動詞",-0.221388
"17899","宥免","ゆうめん","名詞",-0.22141
"17900","踏破","とうは","名詞",-0.221461
"17901","検収","けんしゅう","名詞",-0.221482
"17902","プレリュード","プレリュード","名詞",-0.221543
"17903","上天","じょうてん","名詞",-0.221549
"17904","決心","けっしん","名詞",-0.221552
"17905","ネオン","ネオンサイン","名詞",-0.221553
"17906","公立","こうりつ","名詞",-0.221567
"17907","グリーン","グリーン","名詞",-0.221629
"17908","液化","えきか","名詞",-0.221629
"17909","予覚","よかく","名詞",-0.221635
"17910","字配り","じくばり","名詞",-0.221643
"17911","取合う","とりあう","動詞",-0.221648
"17912","和字","わじ","名詞",-0.221666
"17913","三代","さんだい","名詞",-0.221666
"17914","上擦る","うわずる","動詞",-0.221672
"17915","和洋折衷","わようせっちゅう","名詞",-0.221691
"17916","村民","そんみん","名詞",-0.221699
"17917","鷹飼","たかがい","名詞",-0.221699
"17918","小名","しょうみょう","名詞",-0.221712
"17919","客体","きゃくたい","名詞",-0.221717
"17920","微粉","びふん","名詞",-0.221718
"17921","遠足","えんそく","名詞",-0.221721
"17922","帰り支度","かえりじたく","名詞",-0.221726
"17923","庵主","あんしゅ","名詞",-0.221738
"17924","プロパガンダ","プロパガンダ","名詞",-0.221738
"17925","賦役","ふえき","名詞",-0.221773
"17926","丙","ひのえ","名詞",-0.221774
"17927","俳話","はいわ","名詞",-0.221786
"17928","塔婆","とうば","名詞",-0.221795
"17929","行政法","ぎょうせいほう","名詞",-0.221807
"17930","初役","はつやく","名詞",-0.221819
"17931","菩提寺","ぼだいじ","名詞",-0.22182
"17932","天領","てんりょう","名詞",-0.221827
"17933","総出","そうで","名詞",-0.221829
"17934","査証","さしょう","名詞",-0.221829
"17935","縞柄","しまがら","名詞",-0.22183
"17936","辛","かのと","名詞",-0.221843
"17937","外食","がいしょく","名詞",-0.221844
"17938","ヴェール","ヴェール","名詞",-0.221851
"17939","自害","じがい","名詞",-0.221879
"17940","せいご","せいご","名詞",-0.221882
"17941","僧坊","そうぼう","名詞",-0.221894
"17942","身動き","みうごき","名詞",-0.221894
"17943","職能","しょくのう","名詞",-0.221898
"17944","アーチェリー","アーチェリー","名詞",-0.221898
"17945","翰林","かんりん","名詞",-0.221901
"17946","綱具","つなぐ","名詞",-0.221909
"17947","宅診","たくしん","名詞",-0.221928
"17948","心算","しんさん","名詞",-0.221936
"17949","志願","しがん","名詞",-0.221966
"17950","検案","けんあん","名詞",-0.221976
"17951","力布","ちからぬの","名詞",-0.221979
"17952","賃仕事","ちんしごと","名詞",-0.221983
"17953","ハイファイ","ハイファイ","名詞",-0.221994
"17954","神州","しんしゅう","名詞",-0.222008
"17955","売値","うりね","名詞",-0.222028
"17956","切畑","きりはた","名詞",-0.222041
"17957","口移し","くちうつし","名詞",-0.222066
"17958","Ａ５","エーご","名詞",-0.222076
"17959","剣劇","けんげき","名詞",-0.222083
"17960","大門","だいもん","名詞",-0.2221
"17961","腹背","ふくはい","名詞",-0.222102
"17962","野営","やえい","名詞",-0.222108
"17963","木の間","このま","名詞",-0.222108
"17964","著作物","ちょさくぶつ","名詞",-0.222146
"17965","明察","めいさつ","名詞",-0.222148
"17966","ぴしりと","ぴしりと","副詞",-0.22216
"17967","毒矢","どくや","名詞",-0.222189
"17968","夜軍","よいくさ","名詞",-0.222193
"17969","博言学","はくげんがく","名詞",-0.222204
